|                                   col0_1 |                                    col0_2 |         aperture_sum_3 |       aperture_sum_4 |       aperture_sum_5 |
|  3312.944892513377 .. 1686.9653763401182 | 279.09866296608425 .. -23.917690132450872 |     1.4629338841779103 |   -5.172957707842306 |   -6.635891592020216 |
|    4115.949307842097 .. 1686.78444093502 |  279.0889952810055 .. -23.917691629148365 |     -6.470615758624005 |   -10.63628233698016 |   -4.165666578356156 |
|  4390.940061837898 .. 1687.1455156470174 | 279.08568456012097 .. -23.917687346979122 |    -3.2444442528039765 |   -7.979297255701237 |    -4.73485300289726 |
|  1440.1019618913836 .. 1688.163846138973 |  279.1212108539041 .. -23.917675746886516 |     2.5497138011273615 |                  inf |                  inf |
| 2153.0445910468675 .. 1688.0164240260708 |   279.112627459611 .. -23.917678212192865 |     1.8514206713890815 |   -5.168913364161774 |   -7.020334035550856 |
| 2806.6203286697187 .. 1688.3377235571618 | 279.10475880572716 .. -23.917675030091637 |      -4.16884479285819 |  -10.619001404543006 |   -6.450156611684816 |
|  4102.043550235589 .. 1687.9409965363616 |   279.0891626991078 .. -23.91767891432133 |    -0.8328765312069955 |   -4.721807633139153 |  -3.8889311019321573 |
|  4670.158673178745 .. 1688.1088915025018 | 279.08232293971827 .. -23.917676358869095 |     2.3907931705794034 |   -2.748772466993051 |  -5.1395656375724545 |
| 2245.2706069531046 .. 1688.9636855341955 |  279.1115171137819 .. -23.917667861273657 |     2.5851976092142976 |   -4.336784001968589 |   -6.921981611182886 |
|   2343.716068576899 .. 1689.423676173818 |   279.1103318901553 .. -23.91766286924641 |    0.12849803955744604 |   -5.883959186648441 |   -6.012457226205886 |
|  2590.685866729195 .. 1689.2778412275775 |  279.1073585246338 .. -23.917664610925172 |    -1.1615997562083347 |    -6.39018604505928 |   -5.228586288850945 |
|  2651.975024437836 .. 1689.0558512670295 | 279.10662064067066 .. -23.917667079111407 |     -4.700288860537861 |  -11.669407553470773 |   -6.969118692932912 |
| 2979.1327214141893 .. 1689.2636043898688 |   279.1026818615436 .. -23.91766486688572 |     -4.661496627348757 |  -11.643475727350236 |   -6.981979100001479 |
| 3537.8840485720575 .. 1688.6387433340474 |  279.09595483620535 .. -23.91767163852672 |    -2.2086948847362415 |   -7.071677734668967 |   -4.862982849932726 |
|    3632.365605152126 .. 1688.72217607281 |  279.0948173359159 .. -23.917670673564608 |    -2.2585625163127085 |   -7.192936734452945 |   -4.934374218140237 |
| 3927.1672318643655 .. 1688.7849686727668 |  279.0912681041822 .. -23.917669782865243 |     1.7234669179928488 |   -5.156189704266902 |   -6.879656622259751 |
|  3997.600533847068 .. 1689.3067236684003 |  279.0904201307009 .. -23.917663980907093 |       -2.3606423552536 |   -7.261859759548079 |   -4.901217404294479 |
|  4200.232502572258 .. 1688.9685877091965 |   279.0879805651658 .. -23.91766750443137 |     -4.615871652300932 |  -11.918592443325489 |   -7.302720791024557 |
|  4545.919624110107 .. 1689.1503602329667 |  279.08381870364025 .. -23.91766507753902 |    -1.4271301919925385 |   -6.488826484359826 |   -5.061696292367287 |
|   2315.65542192281 .. 1690.1614537416115 |    279.110669722646 .. -23.91765473044698 |    0.22562869691348486 |   -5.817627816057974 |   -6.043256512971459 |
| 3393.8625557214427 .. 1690.0669485482658 |  279.09768876767464 .. -23.91765597547829 |    0.45954369811319873 |   -5.410965750777102 |     -5.8705094488903 |
| 2542.8812799667535 .. 1691.0225645068647 |   279.1079340617627 .. -23.91764538728325 |     0.9256710889666404 |   -5.582530751597997 |   -6.508201840564638 |
|  2553.725486606871 .. 1691.1357430828293 |   279.1078035040941 .. -23.91764414686732 |      -2.89217338687981 |   -8.606413321664517 |  -5.7142399347847075 |
| 3427.8041350526946 .. 1690.6503483652646 |   279.097280132021 .. -23.917649543595555 |     -4.504715860942798 |  -11.139403967110757 |  -6.6346881061679595 |
|    4690.919053482079 .. 1690.73076634744 | 279.08207300180095 .. -23.917647472091588 |     1.3295101714723008 |   -2.319356938279256 |   -3.648867109751557 |
|  2451.780793705773 .. 1691.7250909909783 |  279.1090308554156 .. -23.917637607743853 |    -0.5270270662338957 |   -6.135569775631703 |   -5.608542709397807 |
|  2825.878426873199 .. 1692.3474897274464 |  279.1045269490057 .. -23.917630904745344 |     -0.543148510911889 |  -6.1378371206046625 |   -5.594688609692773 |
|   3764.968223018332 .. 1691.894798268828 |    279.093220883562 .. -23.91763567738435 |    -2.2018493002276553 |  -7.1350535786973985 |   -4.933204278469743 |
| 3808.7118296761514 .. 1691.6798548508852 | 279.09269423719337 .. -23.917638013043845 |     -1.558997107400437 |   -6.675043973103315 |   -5.116046865702878 |
| 4149.1597228433275 .. 1692.2724534453473 | 279.08859545394967 .. -23.917631197052124 |    -1.6043886601140604 |   -6.743466590527173 |   -5.139077930413112 |
|  4553.794867620141 .. 1691.8859276694866 |   279.0837238947177 .. -23.91763496008356 |    -0.6314138500943056 |   -6.164803871982785 |   -5.533390021888479 |
|  4625.900390664366 .. 1691.9935355920873 |  279.0828557886731 .. -23.917633672206318 |    -3.0804301803721406 |   -7.934450785220502 |   -4.854020604848362 |
|  2638.273897437476 .. 1692.5732641620884 | 279.10678559237004 .. -23.917628362733023 |    -2.4729123895683616 |   -7.579662721024659 |   -5.106750331456298 |
| 3364.8977410726825 .. 1692.7057767162585 |  279.0980374871758 .. -23.917626942450813 |    -1.5536823515658074 |    -6.68813841893088 |   -5.134456067365072 |
| 3621.4121562066266 .. 1692.6264933894056 |  279.0949492110188 .. -23.917627710233155 |    -0.4950524793352631 |  -6.1241500133524065 |   -5.629097534017143 |
| 2025.2757112187437 .. 1694.0888218583532 |   279.114165712639 .. -23.917611266086375 |   -0.08162393835182068 |   -6.237559083211361 |   -6.155935144859541 |
|   2216.781150477052 .. 1693.807619584913 |   279.1118601052787 .. -23.91761452901582 |    -0.2831507087960223 |  -6.0508740868802935 |   -5.767723378084272 |
|  2253.154663477397 .. 1694.4237673671453 | 279.11142219005046 .. -23.917607776018038 |      1.906054612961599 |  -3.9283460753351083 |   -5.834400688296707 |
| 2790.0285710533635 .. 1694.0815922200654 | 279.10495855880555 .. -23.917611811597244 |    -1.8834433003908098 |   -6.989119319621697 |   -5.105676019230887 |
| 3906.0828551710083 .. 1693.7200765435439 | 279.09152195150745 .. -23.917615486247954 |    -1.7817763337150059 |   -6.754625935304629 |  -4.9728496015896235 |
|  3472.094594220679 .. 1695.0053435595032 | 279.09674690383434 .. -23.917601598159784 |     -2.964375491131792 |   -7.983786967332689 |   -5.019411476200897 |
| 1615.0976848965527 .. 1695.8378343415498 |  279.1191040008494 .. -23.917591541402114 |    -1.5286764927264795 |   -6.652694546571637 |   -5.124018053845157 |
|   3442.755136060439 .. 1696.373344586188 |  279.09710013337383 .. -23.91758655355022 |     -2.563469518118951 |   -7.555935191712622 |   -4.992465673593671 |
|  3455.594763800747 .. 1696.2661216589077 |  279.09694555214094 .. -23.91758772888307 |     0.4890807940717987 |   -4.190186432844526 |   -4.679267226916325 |
|  3581.855802482585 .. 1696.3791585325323 |  279.0954254472563 .. -23.917586430250687 |    -0.9598273941745137 |   -6.332657379084278 |   -5.372829984909764 |
|   4427.667510366203 .. 1695.636569939225 |  279.08524239593174 .. -23.91759385166884 |    -2.6678475442852037 |                  inf |                  inf |
|   2645.758137814808 .. 1697.328456213312 |  279.1066954847016 .. -23.917576032120724 |    -1.3527762976190005 |   -7.079296465188837 |   -5.726520167569836 |
|  2866.405765510173 .. 1697.1460280452575 | 279.10403902376584 .. -23.917578102198707 |   -0.09482173551967163 |   -5.981664461084602 |  -5.8868427255649305 |
|  3006.8779902158835 .. 1696.776835393377 | 279.10234782504654 .. -23.917582181285994 |    -2.2736731500944662 |   -7.202716974219138 |   -4.929043824124672 |
|  3147.3426663274836 .. 1696.834783486629 |   279.1006567171396 .. -23.91758154095247 |      1.309417939261031 |  -5.3648567751929646 |   -6.674274714453995 |
|  4025.689969264824 .. 1697.2918414581977 |  279.0900819589771 .. -23.917576075127343 |    -0.9730197631010097 |  -6.2426512373752185 |   -5.269631474274209 |
| 1680.3445373845802 .. 1697.9386183723843 | 279.11831846609965 .. -23.917568507349355 |    0.18479003635031482 |   -5.769220850321544 |   -5.954010886671859 |
|  4411.121815723569 .. 1697.7693669073687 | 279.08544159883456 .. -23.917570400181937 |     -1.288328974612386 |                  inf |                  inf |
| 1727.7107476879228 .. 1699.3760778175727 |  279.1177482043366 .. -23.917552747417016 |     -0.861934352393931 |   -3.394847368681168 |   -2.532913016287237 |
|  3986.212833783668 .. 1699.1837978367043 |  279.0905572410582 .. -23.917555288202042 |     0.5594779920003433 |  -5.7740894213907135 |   -6.333567413391057 |
| 4016.4101231149307 .. 1698.8779999288272 |  279.0901936841407 .. -23.917558626956627 |     0.9610638268547271 |   -5.240410363826564 |   -6.201474190681291 |
|  2074.053357645628 .. 1699.9220543584115 |  279.1135784539256 .. -23.917547114216855 |     -1.283944755735178 |   -6.556367524850076 |   -5.272422769114899 |
|  2391.8759969643393 .. 1699.971207283565 |  279.1097520668265 .. -23.917546818955536 |     -1.861893305202629 |   -6.986541252777533 |   -5.124647947574904 |
|   3643.432634129028 .. 1700.020223624022 |  279.0946841024211 .. -23.917546326258922 |    0.16398899781837095 |   -5.886890189233274 |  -6.0508791870516445 |
|  4132.189493168293 .. 1699.9986861047769 |  279.0887997736086 .. -23.917546182809453 |     -3.018140076518053 |   -7.696080513731739 |   -4.677940437213686 |
|  4611.867554852902 .. 1700.3219545007387 | 279.08302474866605 .. -23.917542033881038 |     2.0352016163363946 |   -4.063978959649434 |   -6.099180575985828 |
|  3135.680397126004 .. 1701.0827686412204 |  279.10079712399477 .. -23.91753479043654 |    -2.5002612736640177 |   -7.390597799820191 |   -4.890336526156173 |
| 3419.8349796108437 .. 1700.6547464469597 | 279.09737607949387 .. -23.917539442378963 |      -6.37662951055902 |   -10.23394466591557 |  -3.8573151553565506 |
|   4297.17986827836 .. 1700.7631957110311 | 279.08681339306776 .. -23.917537589953678 |    -0.6803138691371015 |   -6.085577107188777 |   -5.405263238051675 |
| 2346.0312706721315 .. 1701.7089650161024 |  279.1103040075763 .. -23.917527664372027 |      0.831288464176698 |   -5.688624998875788 |   -6.519913463052486 |
|  3406.069293894905 .. 1701.8084312055123 |  279.0975418102011 .. -23.917526750025395 |    -0.8424239024501166 |   -4.470101792146581 |  -3.6276778896964643 |
|  4115.777400860499 .. 1701.8282010723653 |  279.0889973669801 .. -23.917526064392586 |       -3.4535721515307 |   -8.931055280112853 |   -5.477483128582152 |
|   4371.234852715421 .. 1702.122452477637 |   279.0859218190082 .. -23.91752254193579 |      1.679990693914286 |   -5.143388520696133 |   -6.823379214610419 |
|  2469.3078854012497 .. 1702.563374800383 |  279.1088198334389 .. -23.917518336225204 |    -2.0199234238384904 |  -7.1961188981610835 |  -5.1761954743225935 |
| 2688.3874444991125 .. 1703.0737694390994 |   279.106182252042 .. -23.917512817364354 |     -3.483036069612828 |    -8.40333422095206 |   -4.920298151339232 |
|   2919.411400999456 .. 1702.674093606532 | 279.10340086790313 .. -23.917517270948373 |     -2.604472185041064 |   -7.488034194146996 |  -4.8835620091059315 |
|  3568.181973092335 .. 1703.2361912910626 |  279.09559007530663 .. -23.91751097143416 |      -2.88193380266222 |   -7.724630077403437 |  -4.8426962747412166 |
| 3722.8949514763044 .. 1703.2649702264844 |  279.0937274277109 .. -23.917510569409362 |    -1.8847259108351633 |   -6.934966800228462 |   -5.050240889393299 |
|   3899.237394793448 .. 1703.330809395452 |   279.091604374932 .. -23.917509720224313 |      -2.65281902139654 |   -7.543894440453272 |   -4.891075419056731 |
|   4057.133452777392 .. 1702.712844504252 | 279.08970340445086 .. -23.917516384975162 |    -2.0699770395863415 |   -6.910092810982005 |   -4.840115771395663 |
|  4097.058396355965 .. 1702.6388368834066 | 279.08922273298447 .. -23.917517161304506 |   0.014076456249671843 |  -3.6793592576232195 |  -3.6934357138728915 |
|  4180.387028452796 .. 1702.8530577009683 | 279.08821950853877 .. -23.917514719214296 |    -3.4383863318801424 |   -8.265118986801468 |   -4.826732654921326 |
| 1529.8362128496135 .. 1703.9324629376124 |  279.1201304835995 .. -23.917502336815225 |     0.5653686668427959 |  -5.6330746561327425 |   -6.198443322975538 |
| 1860.0887859877007 .. 1704.1542853431968 |  279.1161544491474 .. -23.917500317421517 |   -0.23211454157466338 |    -6.42827435204414 |   -6.196159810469476 |
| 1893.8468026532182 .. 1703.6239864008198 |   279.1157480243974 .. -23.91750619101961 |     -2.817057689564436 |   -7.694747273747545 |   -4.877689584183109 |
|  3432.747361109809 .. 1704.2340975193579 |  279.0972206238277 .. -23.917500045169124 |     -1.621258770491231 |   -6.775808252928851 |    -5.15454948243762 |
|  4222.422136964836 .. 1704.1528240322077 |  279.0877134336473 .. -23.917500369482944 |     -1.181272186672835 |   -6.446595498561246 |   -5.265323311888411 |
|  2940.7221142737935 .. 1704.722106491393 |   279.1031442999663 .. -23.91749473397593 |     2.2025455226408326 |    -3.46745635244803 |   -5.670001875088863 |
|   4320.711994072896 .. 1705.311810419423 |  279.0865300868183 .. -23.917487502315367 |    -1.4506921570055606 |   -6.500100599689094 |   -5.049408442683533 |
|  4468.352601416595 .. 1704.6317333266863 |  279.0847525855762 .. -23.917494801866354 |      2.752967836326825 |  -2.5048699039264974 |   -5.257837740253322 |
| 3034.7009510854828 .. 1706.3153710553968 |  279.10201285356555 .. -23.91747720536415 |    0.32492567733094146 |    -5.75321012175968 |   -6.078135799090621 |
| 3748.7862363674544 .. 1705.8152398885834 |  279.09341571462375 .. -23.91748248580997 |    -3.9537824541545508 |   -10.22409805405731 |   -6.270315599902759 |
|  4144.100779998366 .. 1706.3568821992508 |   279.0886563762033 .. -23.91747619526585 |     -2.651525641684321 |   -7.359138623828583 |   -4.707612982144262 |
|   4242.660046578241 .. 1705.643451390725 |  279.08746978369857 .. -23.91748394200642 |     -3.002252890096797 |  -7.7481027710773684 |   -4.745849880980572 |
|  2252.667222097352 .. 1706.8148609186517 |   279.11142804832207 .. -23.9174714047899 |    -0.8537024576253188 |   -6.328758818155858 |   -5.475056360530539 |
|   2712.276361709281 .. 1706.808259618112 |  279.1058946430732 .. -23.917471725226747 |    -2.5585508111530766 |    -7.38787639242301 |   -4.829325581269933 |
| 3634.1136507361566 .. 1707.3316289316447 |  279.0947963015121 .. -23.917465865264443 |    -0.8957180827958175 |   -6.288356406191257 |   -5.392638323395439 |
| 3709.8376039942586 .. 1707.0989309161291 |  279.0938846325808 .. -23.917468382610128 |    -0.7256331904966719 |   -6.162252924680807 |   -5.436619734184135 |
| 3802.2986804279503 .. 1706.9838801263763 | 279.09277145926325 .. -23.917469588250643 |     -2.000214808900818 |   -6.948283784608576 |   -4.948068975707758 |
|  2283.313990575855 .. 1708.3521233937715 | 279.11105907927066 .. -23.917454509048408 |     -3.014225617651345 |   -7.808744384313294 |   -4.794518766661949 |
|   4170.550574150731 .. 1708.170108915098 |  279.0883379393695 .. -23.917456212426163 |    0.42322809677492135 |   -5.648326204941977 |  -6.0715543017168985 |
|   4634.366601604188 .. 1708.052252375296 | 279.08275388665044 .. -23.917456924641243 |    -0.7427563954796568 |   -6.218769977492177 |    -5.47601358201252 |
|  2127.2360872998297 .. 1708.953584564899 |  279.1129381583055 .. -23.917447764926575 |    -2.7288571662163834 |   -7.574742301479532 |   -4.845885135263148 |
|  2624.4203218188973 .. 1709.162648010686 |  279.1069523735548 .. -23.917445781821225 |    -0.5398360700337674 |   -6.180759377149244 |   -5.640923307115477 |
| 3541.8029194060828 .. 1708.6221116948805 |  279.09590766530994 .. -23.91745170869484 |     2.0408464883798008 |   -5.283035213981707 |   -7.323881702361508 |
|  1544.4116334671025 .. 1709.970981727621 |   279.1199549953002 .. -23.91743590034395 |    -1.0362471947429979 |   -6.322504180811394 |   -5.286256986068396 |
|   2548.140449005133 .. 1710.303968913581 |   279.1078707345196 .. -23.91743318725113 |    -0.9407160557829675 |   -6.341332790070515 |  -5.4006167342875475 |
| 2909.3036773553054 .. 1710.2970873461772 |   279.1035225574314 .. -23.91743337431452 |     -2.687693325744222 |   -7.667123058423432 |   -4.979429732679209 |
| 3605.3513718772833 .. 1710.0155910807514 |   279.0951425827696 .. -23.91743634193274 |     -1.157286921613339 |   -6.456250168087393 |   -5.298963246474054 |
| 1693.7223405238587 .. 1710.9696726658724 |  279.1181573874284 .. -23.917425110558757 |     1.4434515085441206 |   -5.436885311369876 |   -6.880336819913996 |
|  2769.754701356387 .. 1711.0543360428123 |  279.10520263871933 .. -23.91742501185404 |     -1.205355979255688 |   -6.416351280590832 |   -5.210995301335144 |
| 1723.6066890050733 .. 1711.9614070284558 |   279.11779759744485 .. -23.9174142337641 |     -2.091947780386664 |   -7.021280455012915 |   -4.929332674626251 |
|  2045.6089541944782 .. 1711.754663538291 | 279.11392089458855 .. -23.917416863181632 |     -2.024871915364007 |   -7.094494677701912 |  -5.0696227623379055 |
|  2109.322525640257 .. 1711.8670430546504 |  279.1131538234561 .. -23.917415684925132 |    -2.9587512697708567 |   -7.780840870499395 |   -4.822089600728538 |
|  2807.912339528792 .. 1711.7472543149254 | 279.10474324471454 .. -23.917417395515372 |   -0.12388529227679544 |   -5.926492598921069 |   -5.802607306644274 |
| 3112.5903383123978 .. 1711.8065740051375 |     279.10107511454 .. -23.91741677044862 |  -0.011271943768622734 |   -5.915873990490267 |   -5.904602046721644 |
| 3494.8165658771927 .. 1711.7260717839242 |  279.0964733527909 .. -23.917417568191077 |    -1.4024468762722642 |   -6.792459189236765 |   -5.390012312964501 |
|  3916.1066227478227 .. 1711.717736931881 |    279.0914012873514 .. -23.9174174039867 |     0.7591841629086786 |  -5.6027201770825386 |   -6.361904339991217 |
|  4528.854802378501 .. 1712.0819782696599 |   279.084024188249 .. -23.917412726043448 |    -2.9645008941491113 |   -7.822563313471532 |   -4.858062419322421 |
| 2865.6653139851833 .. 1712.9712532145522 |   279.1040479352326 .. -23.91740393667887 |    -2.6353822859844294 |   -7.505219231493985 |   -4.869836945509556 |
|  4021.222342153454 .. 1713.0690843729803 |  279.0901357620281 .. -23.917402441861288 |     -2.161828694769995 |   -7.045456995503098 |   -4.883628300733103 |
| 3207.2738906303493 .. 1714.0155757971183 | 279.09993518486993 .. -23.917392450064725 |    -0.7622801351335394 |  -6.4935386215822835 |   -5.731258486448744 |
|  3454.4335599235246 .. 1714.271049642133 | 279.09695953964433 .. -23.917389575090112 |     -3.033227131016529 |   -7.893329334920201 |   -4.860102203903672 |
| 2158.7485008590907 .. 1715.0869854610542 | 279.11255876307354 .. -23.917380290465296 |    -2.7650073609149755 |   -7.653205300318562 |   -4.888197939403586 |
|  4410.913529632019 .. 1715.3528881227624 |   279.0854441308636 .. -23.91737688404301 |    -2.6733639480320157 |                  inf |                  inf |
|   1889.97424362862 .. 1715.6838981002782 | 279.11579463315263 .. -23.917373460769248 |    -3.2065583837994898 |   -8.189749425704647 |   -4.983191041905158 |
| 2460.5937656675783 .. 1716.1174683379315 |  279.10892473770997 .. -23.91736916106234 |    -1.1803856382516706 |   -6.433227172242264 |   -5.252841533990593 |
|  2945.198512437405 .. 1715.9979713040238 |   279.1030904056367 .. -23.91737063730548 |       -2.4378053909357 |   -7.354755815097374 |   -4.916950424161675 |
|  3659.659318183535 .. 1716.0372562380098 | 279.09448875311426 .. -23.917370040888294 |    -2.0211083844999944 |   -6.952137361371823 |   -4.931028976871828 |
|  4140.962970585528 .. 1716.2251446713535 | 279.08869416441667 .. -23.917367592754566 |    -1.6675399834605609 |   -6.657429613322321 |   -4.989889629861761 |
| 1701.2823347885092 .. 1717.1640525435682 |  279.1180663612747 .. -23.917356947612177 |    -0.9236345549856106 |   -6.294225225377923 |   -5.370590670392312 |
| 2180.1242273257208 .. 1716.8823873370395 |  279.1123014113296 .. -23.917360548869013 |    -1.6574242537628738 |    -6.67037113798283 |   -5.012946884219956 |
|   2756.4103204527864 .. 1716.80852403749 |  279.1053632948486 .. -23.917361680137763 |     -2.363598064958891 |   -7.264114231836809 |   -4.900516166877917 |
|  3102.721674254079 .. 1717.0532934789494 |  279.1011939272489 .. -23.917359027852555 |    -1.0310252550589625 |   -6.412626472877594 |   -5.381601217818632 |
| 3613.9060755355886 .. 1717.1918822650737 | 279.09503959363354 .. -23.917357358437048 |      -2.84937580026058 |   -7.686561739336878 |   -4.837185939076298 |
|  4159.180419253671 .. 1716.5893248668572 | 279.08847483837656 .. -23.917363566088504 |    -3.3694012995250686 |   -8.377802101913481 |   -5.008400802388413 |
|  4306.624748544612 .. 1717.1886293465914 | 279.08669970362246 .. -23.917356807926062 |    -0.8951756359994771 |  -6.2200836927085925 |   -5.324908056709115 |
|  4705.348050889373 .. 1716.9842163421558 | 279.08189932986335 .. -23.917358516124562 |    -3.0319754565820394 |   -7.576882540366734 |   -4.544907083784695 |
| 2358.1401473045644 .. 1718.0403754474846 |   279.1101582125402 .. -23.91734793614548 |    -1.9654653975121474 |   -6.942245105863215 |   -4.976779708351067 |
| 3470.1689865176713 .. 1717.7188973653572 | 279.09677009657247 .. -23.917351623640265 |    0.11971555209983606 |   -5.775212950914852 |   -5.894928503014689 |
| 1510.6610396885983 .. 1718.9550837687027 | 279.12036131685267 .. -23.917336976906498 |     -3.563632626961018 |   -9.789240568478569 |    -6.22560794151755 |
|  2369.3263133698442 .. 1719.264030780684 |  279.1100235373958 .. -23.917334476415412 |     -2.787498561641964 |   -8.738125208144353 |   -5.950626646502389 |
| 2661.0957697162303 .. 1718.7558535086575 |  279.1065108203935 .. -23.917340217531166 |     1.2392299843798642 |  -5.3998430143826255 |    -6.63907299876249 |
| 2701.8445281409963 .. 1719.2651329741343 |   279.1060202312547 .. -23.91733462699387 |     1.0335038366563094 |   -5.429403510866559 |   -6.462907347522868 |
| 2881.7363107193814 .. 1719.2820365395844 |  279.1038544494917 .. -23.917334485774823 |     -0.469707831783434 |   -6.044015476363364 |    -5.57430764457993 |
|  3199.238136563921 .. 1719.2019754646346 |  279.1000319309953 .. -23.917335371955662 |    -1.5315901930071272 |   -6.645144715999027 |     -5.1135545229919 |
|   3345.014987459953 .. 1719.285579216437 |  279.09827687115995 .. -23.91733442251622 |    -2.1026249633361243 |   -7.265608905321851 |   -5.162983941985726 |
|  4344.006293942008 .. 1719.3169277171187 | 279.08624965653325 .. -23.917333340388545 |     -3.426227400260677 |    -8.20709395348842 |   -4.780866553227742 |
|  4521.880544305599 .. 1718.6591463822842 |  279.08410816376227 .. -23.91734035025896 |    -2.7717628444966596 |   -7.515256412374349 |   -4.743493567877689 |
|  4718.750499327417 .. 1718.6573939629513 |   279.0817379758113 .. -23.91734008108695 |    -2.1917560986512576 |   -6.967605055670809 |  -4.7758489570195515 |
|  3639.471524422977 .. 1719.7050382400273 |  279.0947318034635 .. -23.917329686117863 |     1.3035785620033589 |   -5.740576705901212 |   -7.044155267904571 |
| 3668.3007937881516 .. 1720.3322190839096 |  279.0943847179485 .. -23.917322767524894 |    -1.8479846264491635 |  -6.8002857273454325 |   -4.952301100896269 |
|  4457.275929013223 .. 1720.4638543883425 |  279.0848859644835 .. -23.917320575187826 |     0.6653723077291208 |   -5.620950729380291 |   -6.286323037109412 |
|   4684.554742449887 .. 1719.957513601005 |   279.082149672948 .. -23.917325825261596 |    -3.2617171156553812 |   -8.240887785362856 |   -4.979170669707475 |
|   1471.3131804570146 .. 1721.39800177863 | 279.12083503584853 .. -23.917310033449507 |    0.06365662261310674 |                  inf |                  inf |
|  2348.157105362616 .. 1720.8585428850693 |   279.1102783999277 .. -23.91731691405638 |     0.7364088184215613 |   -5.608747345431669 |   -6.345156163853231 |
| 2598.8024766266776 .. 1720.9556132901748 |  279.1072607907098 .. -23.917315982983443 |    -0.8013662325585011 |   -6.233977865680005 |   -5.432611633121504 |
| 3550.1426408116013 .. 1720.9387896186076 |    279.095807266539 .. -23.91731615299894 |   -0.10160825378774113 |   -6.047271096552627 |   -5.945662842764886 |
|   3941.902826835795 .. 1721.129036203132 |     279.09109072593 .. -23.91731380633829 |      0.529001281043834 |   -7.354284471336522 |   -7.883285752380356 |
|  4119.398637740004 .. 1721.1683568125675 |  279.0889537905978 .. -23.917313211649606 |    -1.9186629246760032 |  -6.8580924443601265 |   -4.939429519684124 |
| 1651.6542687314325 .. 1721.8543888285515 |  279.1186638446803 .. -23.917305263602074 |     1.6516307150654541 |    -5.22031088533403 |  -6.8719416003994835 |
| 2519.9463102496675 .. 1722.3514763739722 | 279.10821016749674 .. -23.917300583908172 |    0.36593686335221925 |   -5.788745816734728 |   -6.154682680086948 |
| 2812.7720467467243 .. 1722.4181433815027 |  279.10468473424015 .. -23.91729995758427 |     0.2293696056539672 |   -6.238114765582301 |   -6.467484371236268 |
|  3484.107050870186 .. 1722.3917975649065 |   279.0966022932334 .. -23.91730019029622 |  0.0052186765840885295 |  -5.8689148241072875 |   -5.874133500691376 |
|  2379.023759505277 .. 1723.3556129294814 |   279.1099067835164 .. -23.91728945249585 |    -3.3961432484844636 |   -9.390059767016929 |   -5.993916518532465 |
| 3826.2132988468898 .. 1723.1105822670277 |    279.0924835549981 .. -23.9172920879768 |    -1.3075581028142063 |   -6.688551364478478 |   -5.380993261664272 |
|   4134.688045141663 .. 1723.144538786362 |   279.088769718153 .. -23.917291447339096 |    -1.3955476200006038 |    -6.49612844860828 |   -5.100580828607676 |
|   4284.420557152359 .. 1722.857100804613 | 279.08696703501386 .. -23.917294449025952 |     1.4083700197011984 |   -5.352318921851053 |   -6.760688941552251 |
|  4399.804367027475 .. 1723.0877541939196 |   279.0855778887376 .. -23.91729177159034 |     -3.175988262485061 |                  inf |                  inf |
|  1822.159325268646 .. 1725.2919513726238 |  279.11661106933667 .. -23.91726764242589 |     -3.929282970048823 |  -12.386655057588392 |   -8.457372087539568 |
| 1836.2951506373624 .. 1725.1466227893761 |  279.1164408833397 .. -23.917269258125934 |    -0.6376685775770391 |   -8.576041689982537 |   -7.938373112405498 |
|  2167.767033156425 .. 1725.0693989577144 |   279.112450176586 .. -23.917270436026755 |     -2.517269987852343 |   -7.345822124074398 |   -4.828552136222055 |
| 3250.2956338448694 .. 1724.6616495395924 |  279.09941723252797 .. -23.91727527720501 |    -0.4202006510064618 |     -6.0297945207305 |   -5.609593869724039 |
|  3579.2155921872554 .. 1724.887767530097 |  279.09545724900335 .. -23.91727267848087 |     -1.005518214720597 |   -6.325507751755655 |   -5.319989537035058 |
| 2769.6802371508966 .. 1725.9791453526814 |  279.1052035308181 .. -23.917260756023314 |     -3.057556018554996 |   -8.022633572009886 |    -4.96507755345489 |
|  3709.370623974139 .. 1726.2237172342393 |    279.0938902675056 .. -23.9172579040084 |     -2.327454502337349 |   -7.311943362818468 |   -4.984488860481119 |
|   4181.352429551594 .. 1726.018237200118 |   279.0882079123987 .. -23.91725977254574 |    -0.3848592665012407 |   -6.040102944293908 |   -5.655243677792667 |
|  4361.754449824218 .. 1725.6998760157178 | 279.08603598866165 .. -23.917263070947143 |     0.7529964531737771 |   -5.523939346751378 |   -6.276935799925155 |
|  4604.876685872315 .. 1725.8217420402636 | 279.08310895482043 .. -23.917261404744657 |     -2.341819019083777 |   -7.189192387688149 |   -4.847373368604373 |
|  4730.702652692362 .. 1726.4093355241696 | 279.08159409285054 .. -23.917254747989762 |  -0.011264314156504491 |  -3.5255470915163194 |   -3.514282777359815 |
| 1710.0032579953618 .. 1726.4324213238717 | 279.11796135413664 .. -23.917254955126335 |      2.388309604286894 |   -5.313934543846875 |   -7.702244148133769 |
|  2195.926883060496 .. 1727.0396626434579 | 279.11211114848015 .. -23.917248775299928 |    -2.6260299312506383 |   -7.381340761656535 |   -4.755310830405897 |
