1.289153132063637908e-06 5.334790261069341710e+01
1.289154421216769819e+00 5.334782258911290143e+01
2.578307553280407838e+00 5.334776627742687793e+01
3.867460685344045412e+00 5.334764268863225567e+01
5.156613817407683875e+00 5.334746092552316554e+01
6.445766949471321006e+00 5.334722384164960829e+01
7.734920081534959913e+00 5.334693242084566123e+01
9.024073213598597931e+00 5.334658708843859642e+01
1.031322634566223329e+01 5.334618805832741373e+01
1.160237947772587397e+01 5.334573545023945940e+01
1.289153260978950932e+01 5.334522933685173740e+01
1.418068574185314645e+01 5.334466976525226301e+01
1.546983887391678536e+01 5.334405676768131599e+01
1.675899200598042427e+01 5.334339036731802253e+01
1.804814513804406317e+01 5.334267058158820873e+01
1.933729827010769853e+01 5.334189742414933022e+01
2.062645140217133743e+01 5.334107090613120761e+01
2.191560453423497634e+01 5.334019103693899666e+01
2.320475766629861525e+01 5.333925782478841882e+01
2.449391079836225060e+01 5.333827127707203175e+01
2.578306393042588596e+01 5.333723140061562873e+01
2.707221706248952486e+01 5.333613820186133836e+01
2.836137019455316022e+01 5.333499168700077320e+01
2.965052332661679912e+01 5.333379186207350386e+01
3.093967645868043803e+01 5.333253873304079207e+01
3.222882959074407694e+01 5.333123230584177321e+01
3.351798272280771585e+01 5.332987258643652240e+01
3.480713585487135475e+01 5.332845958083959204e+01
3.609628898693499366e+01 5.332699329514640141e+01
3.738544211899863257e+01 5.332547373555403425e+01
3.867459525106226437e+01 5.332390090837802177e+01
3.996374838312590327e+01 5.332227482006577191e+01
4.125290151518954218e+01 5.332059547720744064e+01
4.254205464725318109e+01 5.331886288654493455e+01
4.383120777931681999e+01 5.331707705497917971e+01
4.512036091138045890e+01 5.331523798957626070e+01
4.640951404344409781e+01 5.331334569757242292e+01
4.769866717550772961e+01 5.331140018637832156e+01
4.898782030757136852e+01 5.330940146358251752e+01
5.027697343963500742e+01 5.330734953695455403e+01
5.156612657169864633e+01 5.330524441444741512e+01
5.285527970376227813e+01 5.330308610419969284e+01
5.414443283582592414e+01 5.330087461453742037e+01
5.543358596788955595e+01 5.329860995397565659e+01
5.672273909995319485e+01 5.329629213121980058e+01
5.801189223201682665e+01 5.329392115516677109e+01
5.930104536408047267e+01 5.329149703490599421e+01
6.059019849614410447e+01 5.328901977972022763e+01
6.187935162820775048e+01 5.328648939908634929e+01
6.316850476027138228e+01 5.328390590267597560e+01
6.445765789233503540e+01 5.328126930035597297e+01
6.574681102439866720e+01 5.327857960218901923e+01
6.703596415646231321e+01 5.327583681843393038e+01
6.832511728852593080e+01 5.327304095954606566e+01
6.961427042058957682e+01 5.327019203617758336e+01
7.090342355265320862e+01 5.326729005917778892e+01
7.219257668471684042e+01 5.326433503959324156e+01
7.348172981678048643e+01 5.326132698866805981e+01
7.477088294884413244e+01 5.325826591784397124e+01
7.606003608090776424e+01 5.325515183876051850e+01
7.734918921297139605e+01 5.325198476325515884e+01
7.863834234503504206e+01 5.324876470336332090e+01
7.992749547709867386e+01 5.324549167131851135e+01
8.121664860916231987e+01 5.324216567955232193e+01
8.250580174122595167e+01 5.323878674069452899e+01
8.379495487328959769e+01 5.323535486757305080e+01
8.508410800535322949e+01 5.323187007321399022e+01
8.637326113741686129e+01 5.322833237084163471e+01
8.766241426948050730e+01 5.322474177387844207e+01
8.895156740154415331e+01 5.322109829594501207e+01
9.024072053360778511e+01 5.321740195086006509e+01
9.152987366567141692e+01 5.321365275264042083e+01
9.281902679773506293e+01 5.320985071550089174e+01
9.410817992979869473e+01 5.320599585385432562e+01
9.539733306186232653e+01 5.320208818231146353e+01
9.668648619392595833e+01 5.319812771568093268e+01
9.797563932598959013e+01 5.319411446896914697e+01
9.926479245805325036e+01 5.319004845738025011e+01
1.005539455901168822e+02 5.318592969631600198e+01
1.018430987221805140e+02 5.318175820137576437e+01
1.031322518542441600e+02 5.317753398835633050e+01
1.044214049863078060e+02 5.317325707325191786e+01
1.057105581183714378e+02 5.316892747225400484e+01
1.069997112504350696e+02 5.316454520175125253e+01
1.082888643824987156e+02 5.316011027832944080e+01
1.095780175145623474e+02 5.315562271877128353e+01
1.108671706466259934e+02 5.315108254005642152e+01
1.121563237786896394e+02 5.314648975936121644e+01
1.134454769107532570e+02 5.314184439405868687e+01
1.147346300428168888e+02 5.313714646171840883e+01
1.160237831748805348e+02 5.313239598010633102e+01
1.173129363069441666e+02 5.312759296718473934e+01
1.186020894390078126e+02 5.312273744111202944e+01
1.198912425710714444e+02 5.311782942024267840e+01
1.211803957031350905e+02 5.311286892312705987e+01
1.224695488351987365e+02 5.310785596851131629e+01
1.237587019672623683e+02 5.310279057533726643e+01
1.250478550993260001e+02 5.309767276274219938e+01
1.263370082313896319e+02 5.309250255005879637e+01
1.276261613634532921e+02 5.308727995681496736e+01
1.289153144955169239e+02 5.308200500273370892e+01
1.302044676275805557e+02 5.307667770773297633e+01
1.314936207596441875e+02 5.307129809192549885e+01
1.327827738917078477e+02 5.306586617561868024e+01
1.340719270237714795e+02 5.306038197931442824e+01
1.353610801558350829e+02 5.305484552370899110e+01
1.366502332878987431e+02 5.304925682969281553e+01
1.379393864199623749e+02 5.304361591835040457e+01
1.392285395520260067e+02 5.303792281096013284e+01
1.405176926840896670e+02 5.303217752899411153e+01
1.418068458161532988e+02 5.302638009411801079e+01
1.430959989482169306e+02 5.302053052819093182e+01
1.443851520802805624e+02 5.301462885326516528e+01
1.456743052123442226e+02 5.300867509158613444e+01
1.469634583444078544e+02 5.300266926559214653e+01
1.482526114764714862e+02 5.299661139791425768e+01
1.495417646085351464e+02 5.299050151137608822e+01
1.508309177405987782e+02 5.298433962899365923e+01
1.521200708726624100e+02 5.297812577397520784e+01
1.534092240047260418e+02 5.297185996972105215e+01
1.546983771367896736e+02 5.296554223982334975e+01
1.559875302688533054e+02 5.295917260806596971e+01
1.572766834009169372e+02 5.295275109842429373e+01
1.585658365329805690e+02 5.294627773506505974e+01
1.598549896650442292e+02 5.293975254234612038e+01
1.611441427971078610e+02 5.293317554481630793e+01
1.624332959291714928e+02 5.292654676721524964e+01
1.637224490612351246e+02 5.291986623447316873e+01
1.650116021932987564e+02 5.291313397171067834e+01
1.663007553253624167e+02 5.290635000423862522e+01
1.675899084574260485e+02 5.289951435755784814e+01
1.688790615894896803e+02 5.289262705735902870e+01
1.701682147215533121e+02 5.288568812952250653e+01
1.714573678536169723e+02 5.287869760011802356e+01
1.727465209856806041e+02 5.287165549540458898e+01
1.740356741177442643e+02 5.286456184183023765e+01
1.753248272498078961e+02 5.285741666603184541e+01
1.766139803818715279e+02 5.285021999483495136e+01
1.779031335139351597e+02 5.284297185525348794e+01
1.791922866459988199e+02 5.283567227448964587e+01
1.804814397780624518e+02 5.282832127993362548e+01
1.817705929101260836e+02 5.282091889916346616e+01
1.830597460421897154e+02 5.281346515994478352e+01
1.843488991742533472e+02 5.280596009023057746e+01
1.856380523063170074e+02 5.279840371816107591e+01
1.869272054383806108e+02 5.279079607206345059e+01
1.882163585704442426e+02 5.278313718045161096e+01
1.895055117025078744e+02 5.277542707202601946e+01
1.907946648345715062e+02 5.276766577567348548e+01
1.920838179666351664e+02 5.275985332046686693e+01
1.933729710986987982e+02 5.275198973566493521e+01
1.946621242307624300e+02 5.274407505071210522e+01
1.959512773628260902e+02 5.273610929523825064e+01
1.972404304948897220e+02 5.272809249905841966e+01
1.985295836269533538e+02 5.272002469217267162e+01
1.998187367590169856e+02 5.271190590476578564e+01
2.011078898910806458e+02 5.270373616720710430e+01
2.023970430231442776e+02 5.269551551005026369e+01
2.036861961552079094e+02 5.268724396403295174e+01
2.049753492872715412e+02 5.267892156007669513e+01
2.062645024193351730e+02 5.267054832928662478e+01
2.075536555513988333e+02 5.266212430295122005e+01
2.088428086834624651e+02 5.265364951254208137e+01
2.101319618155261253e+02 5.264512398971370999e+01
2.114211149475897571e+02 5.263654776630327348e+01
2.127102680796533889e+02 5.262792087433030019e+01
2.139994212117170207e+02 5.261924334599650876e+01
2.152885743437806525e+02 5.261051521368553807e+01
2.165777274758442843e+02 5.260173650996270567e+01
2.178668806079079161e+02 5.259290726757475909e+01
2.191560337399716047e+02 5.258402751944959164e+01
2.204451868720352365e+02 5.257509729869609316e+01
2.217343400040988683e+02 5.256611663860378059e+01
2.230234931361625002e+02 5.255708557264262737e+01
2.243126462682261320e+02 5.254800413446277219e+01
2.256017994002897638e+02 5.253887235789431287e+01
2.268909525323533671e+02 5.252969027694696535e+01
2.281801056644169989e+02 5.252045792580988604e+01
2.294692587964806592e+02 5.251117533885138045e+01
2.307584119285443194e+02 5.250184255061864746e+01
2.320475650606079512e+02 5.249245959583751642e+01
2.333367181926715830e+02 5.248302650941220548e+01
2.346258713247352148e+02 5.247354332642500907e+01
2.359150244567988466e+02 5.246401008213612016e+01
2.372041775888624784e+02 5.245442681198326085e+01
2.384933307209261102e+02 5.244479355158148337e+01
2.397824838529897420e+02 5.243511033672288590e+01
2.410716369850534306e+02 5.242537720337634966e+01
2.423607901171170624e+02 5.241559418768724044e+01
2.436499432491806942e+02 5.240576132597716708e+01
2.449390963812443260e+02 5.239587865474370432e+01
2.462282495133079578e+02 5.238594621066010149e+01
2.475174026453715896e+02 5.237596403057501959e+01
